trial_number,best_value_winrate,trade_count,win_count,loss_count,total_pnl,activation_threshold,adv_vwap_std_thr,adx_thresh,allow_long,allow_short,close_position,cmf_thresh,enable_breakeven,lookback_minutes,max_pct,min_pct,min_trend_duration,min_trend_strength,momentum_thresh,obs_direction,observation_hours,rsi_buy,rsi_exit_ob,rsi_exit_os,rsi_sell,tp1,tp2,tp3,trailing_distance,use_adv_vwap,use_adx,use_bb,use_cmf,use_macd,use_momentum,use_obv,use_standard_sl_tp,use_vwap
82,1.0,25,25,0,5.845464219999992,5.0,2.8000000000000003,51.0,True,True,False,0.25,False,4200,21.3,2.8000000000000003,11,3.8000000000000003,0.004,minus,2,68.0,95.0,3.0,24.0,2.5,3.0,3.8000000000000003,7.11,True,False,True,True,True,False,True,False,False
