number,winrate,activation_threshold,adv_vwap_std_thr,adx_thresh,allow_long,allow_short,close_position,cmf_thresh,enable_breakeven,lookback_minutes,max_pct,min_pct,min_trend_duration,min_trend_strength,momentum_thresh,obs_direction,observation_hours,rsi_buy,rsi_exit_ob,rsi_exit_os,rsi_sell,sl_std,tp1,tp2,tp3,tp_std,trailing_distance,use_adv_vwap,use_adx,use_bb,use_cmf,use_macd,use_momentum,use_obv,use_standard_sl_tp,use_vwap,loss_count,total_pnl,trade_count,win_count,state,datetime_start,datetime_complete,duration_seconds
82,1.000000,5.000000,2.800000,51.000000,True,True,False,0.250000,False,4200,21.300000,2.800000,11,3.800000,0.004000,minus,2,68.000000,95.000000,3.000000,24.000000,,2.500000,3.000000,3.800000,,7.110000,True,False,True,True,True,False,True,False,False,0.000000,5.845464,25.000000,25.000000,COMPLETE,2025-04-27 18:34:43.040410,2025-04-27 18:34:44.407373,1.366963
93,1.000000,4.600000,2.200000,42.000000,True,True,False,0.350000,False,4110,16.800000,0.800000,11,3.200000,0.007500,minus,5,53.000000,97.000000,3.000000,22.000000,,2.000000,2.700000,3.400000,,5.810000,True,False,True,False,True,False,True,False,False,0.000000,4.584335,21.000000,21.000000,COMPLETE,2025-04-27 18:35:00.455210,2025-04-27 18:35:01.875723,1.420513
98,1.000000,4.600000,1.900000,45.000000,True,True,False,0.350000,False,4110,5.200000,1.200000,12,4.900000,0.006500,minus,5,52.000000,95.000000,4.000000,17.000000,,1.900000,2.700000,3.500000,,5.610000,True,False,True,False,True,False,False,False,False,0.000000,0.806382,4.000000,4.000000,COMPLETE,2025-04-27 18:35:06.659139,2025-04-27 18:35:07.706465,1.047326
99,1.000000,4.600000,2.100000,44.000000,True,True,False,0.350000,False,4080,4.800000,1.300000,12,5.000000,0.006500,minus,5,55.000000,95.000000,4.000000,17.000000,,1.100000,1.700000,2.300000,,5.510000,True,False,True,False,True,False,False,False,False,0.000000,0.894838,7.000000,7.000000,COMPLETE,2025-04-27 18:35:07.791792,2025-04-27 18:35:08.835738,1.043946
88,1.000000,5.000000,2.300000,47.000000,True,True,False,0.300000,False,4230,21.500000,1.500000,11,3.800000,0.008000,minus,10,53.000000,98.000000,2.000000,21.000000,,2.100000,2.900000,3.600000,,6.310000,True,False,True,False,True,False,True,False,False,0.000000,2.786253,12.000000,12.000000,COMPLETE,2025-04-27 18:34:52.913752,2025-04-27 18:34:54.415573,1.501821
87,1.000000,5.000000,2.300000,49.000000,True,True,False,0.300000,False,4230,21.100000,1.600000,11,3.300000,0.007500,minus,3,51.000000,98.000000,2.000000,21.000000,,2.400000,3.500000,4.500000,,6.610000,True,False,True,True,True,False,True,False,False,0.000000,1.232698,5.000000,5.000000,COMPLETE,2025-04-27 18:34:51.432732,2025-04-27 18:34:52.847953,1.415221
102,1.000000,4.500000,2.100000,39.000000,True,True,False,0.450000,False,4110,6.200000,2.200000,12,4.800000,0.006500,minus,8,55.000000,94.000000,4.000000,19.000000,,1.100000,1.700000,2.100000,,4.810000,True,False,True,False,True,False,False,False,False,0.000000,1.250065,10.000000,10.000000,COMPLETE,2025-04-27 18:35:11.361923,2025-04-27 18:35:12.561938,1.200015
103,1.000000,4.500000,2.100000,38.000000,True,True,False,0.400000,False,4110,6.500000,2.000000,13,4.700000,0.006000,minus,8,55.000000,94.000000,6.000000,16.000000,,1.200000,1.700000,2.100000,,5.510000,True,False,True,False,True,False,False,False,False,0.000000,1.283358,10.000000,10.000000,COMPLETE,2025-04-27 18:35:12.650537,2025-04-27 18:35:13.858457,1.207920
104,1.000000,4.500000,2.100000,39.000000,True,True,False,0.450000,False,4140,7.100000,2.100000,13,4.800000,0.006500,minus,8,55.000000,96.000000,6.000000,17.000000,,1.100000,1.600000,1.900000,,5.510000,True,False,True,False,True,False,False,False,False,0.000000,1.175000,10.000000,10.000000,COMPLETE,2025-04-27 18:35:13.951175,2025-04-27 18:35:15.215003,1.263828
105,1.000000,4.500000,2.100000,39.000000,True,True,False,0.450000,False,4140,7.600000,2.100000,13,4.700000,0.009500,minus,8,55.000000,94.000000,6.000000,16.000000,,0.700000,1.100000,1.300000,,4.810000,True,False,True,False,True,False,False,False,False,0.000000,1.089863,14.000000,14.000000,COMPLETE,2025-04-27 18:35:15.309721,2025-04-27 18:35:16.623245,1.313524
96,1.000000,4.800000,2.100000,44.000000,True,False,False,0.300000,False,4320,3.300000,1.300000,12,4.000000,0.006500,minus,5,55.000000,95.000000,5.000000,20.000000,,2.300000,3.300000,3.900000,,5.510000,True,False,True,False,True,False,True,False,False,0.000000,1.543067,6.000000,6.000000,COMPLETE,2025-04-27 18:35:04.547563,2025-04-27 18:35:05.390067,0.842504
95,1.000000,4.600000,2.000000,45.000000,True,True,False,0.300000,False,4320,1.800000,1.300000,12,3.700000,0.009000,minus,6,54.000000,95.000000,5.000000,20.000000,,2.300000,3.500000,4.200000,,6.110000,True,False,True,False,True,False,True,False,False,0.000000,0.813217,3.000000,3.000000,COMPLETE,2025-04-27 18:35:03.730722,2025-04-27 18:35:04.483892,0.753170
108,1.000000,4.300000,2.100000,39.000000,True,True,False,0.400000,False,4020,8.700000,1.200000,11,4.900000,0.004500,minus,7,55.000000,95.000000,6.000000,19.000000,,0.500000,0.700000,1.200000,,4.510000,True,False,True,False,True,False,False,False,False,0.000000,0.755028,13.000000,13.000000,COMPLETE,2025-04-27 18:35:19.645823,2025-04-27 18:35:21.177190,1.531367
107,1.000000,4.500000,2.000000,43.000000,False,True,False,0.450000,False,3960,5.800000,2.300000,12,4.600000,0.006500,minus,12,54.000000,94.000000,7.000000,17.000000,,1.100000,1.500000,1.800000,,5.510000,True,False,True,False,True,False,False,False,False,0.000000,0.346897,3.000000,3.000000,COMPLETE,2025-04-27 18:35:18.139063,2025-04-27 18:35:19.569798,1.430735
12,0.958333,3.500000,3.000000,60.000000,True,True,False,0.150000,True,3930,57.200000,3.700000,15,3.400000,0.000500,plus,1,66.000000,87.000000,2.000000,22.000000,,2.700000,2.900000,3.100000,,8.010000,True,False,True,True,True,False,True,False,False,1.000000,5.364364,24.000000,23.000000,COMPLETE,2025-04-27 18:31:51.269057,2025-04-27 18:31:52.871108,1.602051
10,0.956522,3.300000,3.000000,60.000000,True,True,False,0.100000,True,4050,58.200000,4.200000,15,3.400000,0.002000,plus,1,65.000000,87.000000,5.000000,23.000000,,2.500000,3.100000,4.000000,,7.310000,True,False,True,True,True,False,True,False,False,1.000000,5.353996,23.000000,22.000000,COMPLETE,2025-04-27 18:31:47.935032,2025-04-27 18:31:49.537718,1.602686
92,0.954545,5.000000,2.200000,45.000000,True,True,False,0.350000,False,4080,20.400000,0.900000,11,3.400000,0.007000,minus,5,53.000000,97.000000,3.000000,22.000000,,2.100000,2.700000,3.400000,,5.810000,True,False,True,False,True,False,True,False,False,1.000000,3.360737,22.000000,21.000000,COMPLETE,2025-04-27 18:34:58.812186,2025-04-27 18:35:00.343252,1.531066
91,0.933333,5.000000,2.200000,44.000000,True,True,False,0.300000,False,4230,22.100000,1.600000,10,3.400000,0.007500,minus,6,51.000000,97.000000,3.000000,23.000000,,2.000000,2.900000,3.700000,,5.810000,True,False,True,False,True,False,True,False,False,1.000000,1.709202,15.000000,14.000000,COMPLETE,2025-04-27 18:34:57.258513,2025-04-27 18:34:58.718951,1.460438
86,0.932203,5.000000,2.300000,48.000000,True,True,False,0.300000,False,4230,21.500000,1.500000,11,3.400000,0.008000,minus,3,71.000000,98.000000,3.000000,21.000000,,2.100000,3.000000,3.700000,,6.710000,True,False,True,True,True,False,True,False,False,4.000000,8.143697,59.000000,55.000000,COMPLETE,2025-04-27 18:34:49.773608,2025-04-27 18:34:51.239899,1.466291
64,0.904762,3.900000,2.600000,51.000000,True,True,False,0.050000,True,3690,40.000000,0.500000,3,3.700000,0.008000,plus,1,69.000000,91.000000,6.000000,5.000000,,3.000000,3.700000,5.100000,,7.610000,True,False,True,True,True,False,True,False,False,2.000000,3.801867,21.000000,19.000000,COMPLETE,2025-04-27 18:33:48.345730,2025-04-27 18:33:52.016733,3.671003
85,0.901639,5.000000,2.300000,48.000000,True,False,False,0.250000,False,4260,21.100000,1.600000,11,3.200000,0.003500,minus,3,71.000000,98.000000,2.000000,22.000000,,2.100000,2.800000,3.400000,,6.810000,True,False,True,True,True,False,True,False,False,6.000000,4.841888,61.000000,55.000000,COMPLETE,2025-04-27 18:34:48.193880,2025-04-27 18:34:49.571072,1.377192
25,0.900000,4.200000,2.300000,49.000000,True,True,False,0.450000,True,2610,22.300000,1.800000,14,1.300000,0.008500,plus,1,71.000000,92.000000,13.000000,30.000000,,3.300000,4.200000,6.700000,,6.910000,True,False,True,True,True,False,True,False,False,4.000000,9.239100,40.000000,36.000000,COMPLETE,2025-04-27 18:32:12.372298,2025-04-27 18:32:13.720490,1.348192
83,0.900000,4.900000,2.600000,38.000000,True,True,False,0.250000,False,4200,21.800000,2.800000,10,3.500000,0.004000,minus,27,51.000000,96.000000,3.000000,24.000000,,2.500000,3.000000,3.800000,,5.110000,True,False,True,True,True,False,True,False,False,1.000000,0.967606,10.000000,9.000000,COMPLETE,2025-04-27 18:34:44.588545,2025-04-27 18:34:46.274793,1.686248
41,0.888889,3.000000,3.000000,60.000000,True,True,False,0.100000,True,4140,49.400000,3.900000,4,3.300000,0.000500,plus,1,67.000000,88.000000,4.000000,15.000000,,2.700000,3.900000,5.500000,,7.810000,True,False,True,True,True,False,True,False,False,2.000000,2.145478,18.000000,16.000000,COMPLETE,2025-04-27 18:32:42.587217,2025-04-27 18:32:44.482212,1.894995
94,0.888889,4.500000,2.200000,41.000000,True,True,False,0.350000,False,4080,17.400000,0.900000,10,3.400000,0.007500,minus,11,53.000000,97.000000,3.000000,23.000000,,1.800000,2.300000,2.900000,,5.810000,True,False,True,False,True,False,True,False,False,3.000000,0.804254,27.000000,24.000000,COMPLETE,2025-04-27 18:35:01.983191,2025-04-27 18:35:03.603679,1.620488
71,0.875000,4.000000,1.000000,23.000000,True,True,False,0.200000,False,3420,24.100000,4.600000,15,3.100000,0.020500,plus,49,64.000000,90.000000,9.000000,26.000000,,1.800000,2.500000,3.100000,,7.710000,True,False,True,True,True,False,True,False,False,12.000000,5.580775,96.000000,84.000000,COMPLETE,2025-04-27 18:34:12.990509,2025-04-27 18:34:15.983986,2.993477
23,0.875000,3.700000,3.000000,55.000000,True,True,False,0.200000,True,4320,27.000000,1.000000,8,2.000000,0.000500,plus,1,59.000000,89.000000,11.000000,24.000000,,2.200000,2.400000,4.500000,,5.110000,True,False,True,True,True,False,True,False,False,2.000000,2.332713,16.000000,14.000000,COMPLETE,2025-04-27 18:32:09.126103,2025-04-27 18:32:10.726746,1.600643
79,0.857143,4.800000,3.000000,38.000000,True,True,False,0.350000,False,3870,32.800000,2.800000,10,3.600000,0.002500,minus,25,57.000000,93.000000,3.000000,26.000000,,3.200000,3.800000,5.000000,,5.110000,True,False,True,True,True,False,True,False,False,4.000000,4.753868,28.000000,24.000000,COMPLETE,2025-04-27 18:34:36.718808,2025-04-27 18:34:38.635255,1.916447
61,0.846154,3.700000,2.900000,56.000000,True,True,False,0.150000,True,4050,48.000000,3.500000,3,3.800000,0.002000,plus,1,66.000000,90.000000,6.000000,13.000000,,2.800000,3.900000,5.200000,,7.410000,True,False,True,True,True,False,True,False,False,2.000000,-0.577089,13.000000,11.000000,COMPLETE,2025-04-27 18:33:37.401828,2025-04-27 18:33:40.561575,3.159747
106,0.846154,4.700000,1.800000,41.000000,True,True,False,0.500000,False,4320,4.400000,1.900000,13,4.800000,0.006500,minus,13,52.000000,96.000000,4.000000,18.000000,,1.100000,1.600000,2.200000,,5.410000,True,False,True,False,True,False,False,False,False,2.000000,-0.284992,13.000000,11.000000,COMPLETE,2025-04-27 18:35:16.730050,2025-04-27 18:35:18.034578,1.304528
69,0.845361,4.000000,0.900000,59.000000,True,True,False,0.250000,False,3420,25.300000,3.800000,15,2.900000,0.020500,plus,45,64.000000,90.000000,9.000000,26.000000,,1.800000,2.600000,3.300000,,7.710000,True,False,True,True,True,False,True,False,False,15.000000,3.280515,97.000000,82.000000,COMPLETE,2025-04-27 18:34:06.293761,2025-04-27 18:34:09.625273,3.331512
55,0.838710,3.700000,2.600000,56.000000,True,True,False,0.100000,True,840,53.600000,2.600000,2,1.600000,0.005000,plus,1,72.000000,85.000000,36.000000,7.000000,,3.400000,5.000000,6.300000,,7.010000,True,False,True,True,True,False,True,False,False,15.000000,16.173486,93.000000,78.000000,COMPLETE,2025-04-27 18:33:14.994464,2025-04-27 18:33:18.129959,3.135495
73,0.833333,4.700000,0.600000,12.000000,True,True,False,-0.050000,False,2910,23.500000,3.500000,14,3.500000,0.019000,plus,37,61.000000,92.000000,5.000000,28.000000,,2.000000,2.800000,4.000000,,7.510000,True,False,True,True,True,False,True,False,False,11.000000,-0.859186,66.000000,55.000000,COMPLETE,2025-04-27 18:34:19.805804,2025-04-27 18:34:22.494283,2.688479
42,0.833333,3.500000,2.900000,57.000000,True,True,False,0.150000,True,4320,47.500000,3.000000,4,3.400000,0.002000,plus,1,67.000000,90.000000,8.000000,15.000000,,2.800000,4.000000,5.700000,,7.610000,True,False,True,True,True,False,True,False,False,3.000000,1.862891,18.000000,15.000000,COMPLETE,2025-04-27 18:32:44.574217,2025-04-27 18:32:46.434421,1.860204
72,0.825397,3.600000,1.400000,22.000000,True,True,False,0.150000,False,3090,20.000000,4.500000,15,3.100000,0.021000,plus,54,66.000000,89.000000,7.000000,25.000000,,0.900000,2.300000,2.800000,,8.010000,True,False,True,True,True,False,True,False,False,22.000000,-2.127662,126.000000,104.000000,COMPLETE,2025-04-27 18:34:16.381883,2025-04-27 18:34:19.324532,2.942649
11,0.816327,3.100000,3.000000,58.000000,True,True,False,0.100000,True,4110,59.800000,3.800000,1,3.500000,0.000500,plus,3,66.000000,88.000000,5.000000,22.000000,,2.500000,2.800000,3.300000,,8.010000,True,False,True,True,True,False,True,False,False,9.000000,2.874754,49.000000,40.000000,COMPLETE,2025-04-27 18:31:49.694353,2025-04-27 18:31:51.119673,1.425320
90,0.807692,4.700000,2.100000,47.000000,False,True,False,0.400000,False,3960,11.300000,2.300000,11,3.800000,0.010000,minus,9,52.000000,97.000000,2.000000,19.000000,,1.500000,3.400000,4.300000,,6.710000,False,True,True,True,False,False,True,False,False,15.000000,-1.856391,78.000000,63.000000,COMPLETE,2025-04-27 18:34:55.788645,2025-04-27 18:34:57.021366,1.232721
66,0.805556,3.300000,2.800000,51.000000,True,True,False,0.300000,True,4170,38.500000,1.000000,14,4.100000,0.015000,minus,9,68.000000,91.000000,11.000000,24.000000,,3.000000,4.300000,5.300000,,7.310000,True,False,False,True,True,True,True,False,False,7.000000,0.589208,36.000000,29.000000,COMPLETE,2025-04-27 18:33:55.386458,2025-04-27 18:33:58.094283,2.707825
109,0.800000,4.600000,1.600000,42.000000,True,True,False,0.400000,False,3840,10.100000,2.600000,12,4.800000,0.006000,minus,9,52.000000,96.000000,5.000000,14.000000,,1.000000,1.500000,2.300000,,6.010000,True,False,True,False,True,False,False,False,True,1.000000,-0.667205,5.000000,4.000000,COMPLETE,2025-04-27 18:35:21.294283,2025-04-27 18:35:23.019661,1.725378
37,0.800000,2.700000,1.100000,59.000000,True,True,True,0.250000,False,3600,31.900000,14.900000,7,4.400000,0.020500,both,30,70.000000,60.000000,15.000000,20.000000,,1.400000,2.000000,3.800000,,4.510000,False,True,True,False,True,False,True,False,True,31.000000,3.037723,155.000000,124.000000,COMPLETE,2025-04-27 18:32:34.174116,2025-04-27 18:32:36.059440,1.885324
74,0.794872,3.900000,1.100000,25.000000,True,True,False,0.050000,False,3810,27.200000,5.700000,15,3.300000,0.001500,plus,48,64.000000,86.000000,9.000000,21.000000,,3.000000,3.800000,4.700000,,7.210000,True,False,True,True,True,False,True,False,False,16.000000,4.022603,78.000000,62.000000,COMPLETE,2025-04-27 18:34:22.768013,2025-04-27 18:34:25.379344,2.611331
21,0.767442,3.200000,3.000000,58.000000,True,True,False,0.100000,True,3990,57.600000,4.100000,1,3.600000,0.002000,plus,5,64.000000,90.000000,6.000000,22.000000,,2.600000,3.100000,3.500000,,7.310000,True,False,True,True,True,False,True,False,False,10.000000,0.628542,43.000000,33.000000,COMPLETE,2025-04-27 18:32:05.962829,2025-04-27 18:32:07.333685,1.370856
81,0.764706,4.800000,3.000000,17.000000,True,True,False,0.350000,False,3870,25.700000,4.200000,15,3.600000,0.002500,plus,61,54.000000,89.000000,4.000000,27.000000,,3.200000,3.900000,5.000000,,5.310000,True,False,True,True,True,False,True,False,False,4.000000,1.388715,17.000000,13.000000,COMPLETE,2025-04-27 18:34:40.803890,2025-04-27 18:34:42.946626,2.142736
84,0.757576,4.900000,2.600000,44.000000,True,True,False,0.250000,False,4200,19.000000,2.000000,11,4.000000,0.006000,minus,27,68.000000,96.000000,5.000000,24.000000,,2.500000,3.000000,3.600000,,3.210000,True,False,True,True,True,False,True,False,False,16.000000,1.299340,66.000000,50.000000,COMPLETE,2025-04-27 18:34:46.355347,2025-04-27 18:34:47.984125,1.628778
75,0.755556,4.200000,2.900000,32.000000,True,True,False,0.200000,False,4200,23.400000,2.400000,9,3.100000,0.023500,plus,34,59.000000,91.000000,16.000000,18.000000,,2.600000,3.300000,4.200000,,3.810000,True,False,True,True,True,False,True,False,False,11.000000,0.649978,45.000000,34.000000,COMPLETE,2025-04-27 18:34:25.666105,2025-04-27 18:34:27.916154,2.250049
52,0.753425,3.100000,3.000000,57.000000,True,True,False,0.250000,True,4290,47.400000,2.900000,3,3.300000,0.003000,plus,4,68.000000,89.000000,9.000000,15.000000,,2.000000,3.200000,4.600000,,7.710000,True,False,True,True,True,False,True,False,False,18.000000,7.499510,73.000000,55.000000,COMPLETE,2025-04-27 18:33:06.397979,2025-04-27 18:33:08.698585,2.300606
101,0.750000,4.600000,2.000000,45.000000,True,True,False,0.350000,False,4080,2.800000,0.800000,12,4.900000,0.006500,minus,5,53.000000,95.000000,4.000000,20.000000,,1.600000,2.000000,2.600000,,5.410000,True,False,True,False,True,False,False,False,False,1.000000,-0.875366,4.000000,3.000000,COMPLETE,2025-04-27 18:35:10.279797,2025-04-27 18:35:11.284986,1.005189
