timestamp,symbol,trend_conditions_met,strength_conditions_met,duration_conditions_met,rsi_conditions_met,volume_conditions_met,ut_bot_signals_met,total_signals,min_rsi,max_rsi,mean_rsi,buy_signals,sell_signals,exit_long_signals,exit_short_signals,stop_loss_triggers,take_profit_triggers,strategy_triggers,ut_bot_buy_signals,ut_bot_sell_signals,ut_bot_combined_signals,adx_signals,vwap_signals,obv_positive_trends,obv_negative_trends,cmf_positive_signals,cmf_negative_signals,aligned_5m_15m_count,aligned_all_timeframes_count
2025-04-27 03:48:59 CEST+0200,FARTCOINUSDT,0,0,0,0,0,0,21805,0,0,0,678,3,12153,8971,0,0,0,0,0,0,24252,11654,0,0,11749,12358,0,24258
