trial,selected_by,error,use_standard_sl_tp,stop_loss_parameter_binance,take_profit_parameter_binance,activation_threshold,trailing_distance,adjustment_step,third_level_trailing_distance,enable_breakeven,filtering_active,beobachten_active,seite,min_price_change_pct_min,min_price_change_pct_max,price_change_lookback_minutes,symbol_observation_hours,close_position,allow_short,allow_long,filter_previous_day,previous_day_direction,require_timeframe_alignment,ema_fast_parameter,ema_slow_parameter,ema_baseline_parameter,back_trend_periode,min_trend_strength_parameter,min_trend_duration_parameter,rsi_period,rsi_buy,rsi_sell,rsi_exit_overbought,rsi_exit_oversold,volume_sma,volume_multiplier,volume_entry_multiplier,min_volume,use_momentum_check,momentum_lookback,momentum,use_bb,bb_period,bb_deviation,use_macd,macd_fast_period,macd_slow_period,macd_signal_period,use_adx,adx_period,adx_threshold,use_vwap,use_advanced_vwap,advanced_vwap_std_threshold,use_obv,obv_period,use_chaikin_money_flow,cmf_period,cmf_threshold,interval_int_2,interval_int_3,symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent,advanced_vwap_periods,enable_trailing_take_profit,take_profit_levels,take_profit_size_percentages
628,ML-Guided,,False,0.99,1.0,0.17,5.2,0.12,5.38,True,False,False,short,2.52,48.08,594,3,False,True,True,False,bullish,False,16,34,122,4,0.93,7,18,59,29,82,23,59,3.25,2.56,0.8984,False,36,0.6438,True,38,1.61,True,8,56,11,True,30,24.3,False,False,2.29,True,10,False,35,-0.1,5m,5m,PARTIUSDT,3.0,0.6666666666666666,2.2277362645833323,0.1218396221764155,68.07091488961997,0.7425787548611108,0.22322206875,0.749999999999995,0.0,1.0,2.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,"[37, 83, 186]",True,"[1.3, 1.6, 2.5]","[33.33, 33.33, 33.33]"
191,ML-Guided,,False,0.99,1.0,0.29,5.05,0.42,1.0,True,False,False,short,2.77,8.86,468,8,False,True,True,False,bearish,False,29,32,217,5,0.22,2,12,64,45,92,24,54,4.21,2.04,0.9032,True,26,0.66,True,36,3.98,False,20,58,13,False,27,39.4,False,False,2.29,True,12,True,31,0.24,5m,5m,PARTIUSDT,2.0,1.0,2.155378043749999,0.0,1000.0,1.0776890218749997,0.2267469562499999,0.3749999999999818,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"[13, 107, 266]",False,"[0.8, 1.1]","[50.0, 50.0]"
528,ML-Guided,,False,0.99,1.0,0.91,5.83,0.54,1.0,True,False,False,both,2.44,39.55,716,11,False,True,True,False,bearish,False,19,96,248,13,3.23,8,19,73,22,82,14,36,4.48,2.46,0.9353,False,36,0.6438,True,35,1.56,True,6,35,18,True,37,25.7,False,True,0.49,False,11,False,35,-0.1,5m,5m,PARTIUSDT,2.0,1.0,2.1553780437499954,0.0,1000.0,1.0776890218749977,0.2267469562499999,0.3749999999999858,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"[21, 138, 193]",False,"[0.9, 1.0]","[50.0, 50.0]"
87,ML-Guided,,False,0.99,1.0,0.89,5.64,0.17,1.0,False,False,False,short,3.24,25.15,239,10,True,True,True,False,bearish,False,20,147,228,20,4.83,2,25,71,42,76,10,19,1.74,2.16,0.4695,True,26,0.49,False,35,1.59,False,20,58,13,False,27,39.4,True,True,1.66,True,30,False,35,-0.1,5m,5m,PARTIUSDT,3.0,0.6666666666666666,2.13167214241806,25.48671418032781,1.3345542508674442,0.71055738080602,0.4433073657786885,0.4999999999999896,0.0,1.0,2.0,0.0,1.0,0.0,0.0,25.0,50.0,0.0,25.0,0.0,0.0,"[18, 105, 183]",False,"[3.4, 3.6]","[50.0, 50.0]"
430,ML-Guided,,False,0.99,1.0,0.58,5.1,1.23,1.0,False,False,False,long,2.95,37.87,712,1,False,True,True,False,bullish,False,17,84,60,5,4.79,1,24,75,33,97,7,50,4.69,0.76,0.9122,False,36,0.6438,False,35,1.59,False,20,58,13,False,27,39.4,False,True,1.96,False,11,True,38,-0.05,5m,5m,PARTIUSDT,2.0,1.0,2.055021624999948,0.0,1000.0,1.027510812499974,0.4524783749999999,0.7499999999999782,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"[48, 99, 239]",False,[0.5],[100.0]
237,ML-Guided,,False,0.99,1.0,0.13,5.49,0.79,1.0,True,False,False,both,3.59,24.97,435,7,True,True,True,False,bullish,False,17,31,217,15,0.39,5,12,69,45,78,29,59,2.15,2.86,0.8477,True,3,0.13,False,35,1.59,False,20,58,13,False,27,39.4,True,False,2.29,False,11,False,35,-0.1,5m,5m,PARTIUSDT,1.0,1.0,2.030059462499993,0.0,1000.0,2.030059462499993,0.2266905375,0.7499999999999956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"[39, 102, 157]",False,[0.9],[100.0]
539,ML-Guided,,False,0.99,1.0,0.44,5.78,0.25,1.0,True,False,False,short,0.96,44.95,498,2,False,True,True,False,bearish,False,6,66,67,10,1.73,3,6,84,32,87,10,17,4.76,2.49,0.8208,False,36,0.6438,False,35,1.59,False,20,58,13,False,27,39.4,True,False,2.29,True,12,False,35,-0.1,5m,5m,PARTIUSDT,1.0,1.0,1.5287851374999883,0.0,1000.0,1.5287851374999883,0.2264648624999999,0.7499999999999758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[25, 73, 294]",False,[0.7],[100.0]
436,ML-Guided,,False,0.99,1.0,0.82,3.68,0.94,1.0,True,False,False,both,0.7,36.21,711,9,False,True,True,False,bearish,False,20,108,225,8,3.76,10,25,84,36,98,7,21,3.97,2.9,0.9621,True,8,0.54,True,48,2.51,False,20,58,13,True,15,37.3,True,False,2.29,False,11,False,35,-0.1,5m,5m,PARTIUSDT,2.0,0.5,1.3831809470394605,2.31134639817174,3.215801890018801,0.6915904735197302,0.2236019476973684,0.3750000000000075,0.0,1.0,1.0,0.0,1.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,"[50, 58, 159]",False,"[1.7, 3.2]","[50.0, 50.0]"
258,ML-Guided,,False,0.99,1.0,0.38,3.24,0.58,1.0,False,False,False,long,1.83,47.9,295,2,False,True,True,False,bearish,False,23,60,157,15,1.28,9,11,82,45,89,7,24,4.3,1.12,0.47,False,36,0.6438,True,40,3.71,False,20,58,13,True,30,34.7,False,False,2.29,False,11,False,35,-0.1,5m,5m,PARTIUSDT,4.0,0.5,1.2100694214880243,27.24263613211133,1.1166988367930253,0.3025173553720061,0.9082282683246768,0.7499999999999776,0.0,1.0,2.0,1.0,1.0,0.0,0.0,20.0,40.0,20.0,20.0,0.0,0.0,"[44, 150, 259]",False,[2.4],[100.0]
299,ML-Guided,,False,0.99,1.0,0.64,1.74,0.71,0.68,True,False,False,both,1.41,44.78,469,8,True,True,True,False,bullish,False,26,36,113,3,0.16,10,18,68,33,96,28,26,4.9,1.93,0.7061,True,40,0.05,True,21,3.22,True,14,52,5,True,19,20.6,False,True,1.3,True,13,True,31,0.3,5m,5m,PARTIUSDT,11.0,0.8181818181818182,0.9247006269391224,17.059707426068083,1.1085077125298062,0.084063693358102,1.355075899436869,0.4772727272727085,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,77.77777777777779,22.22222222222222,0.0,0.0,0.0,"[50, 73, 207]",True,"[0.8, 1.1, 2.4]","[33.33, 33.33, 33.33]"
