symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent
FARTCOINUSDT,87,0.6666666666666666,47.98602321234642,30.591239672812044,1.6272852707049499,0.5515634851993841,13.049550347232982,0.4999999999999924,0,45,37,0,32,0,0,39.473684210526315,32.45614035087719,0.0,28.07017543859649,0.0,0.0
