symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent
CHILLGUYUSDT,18,0.7222222222222222,59.94082134442381,4.029900485889016,12.38717603423533,3.3300456302457673,4.060230809966802,0.7499999999999801,0,12,0,0,7,0,0,63.1578947368421,0.0,0.0,36.84210526315789,0.0,0.0
